id,does_the_excerpt_contain_a_prediction,does_the_excerpt_contain_a_prediction:confidence,sentence
937052328,yes,0.6852,"A good sample is this piece from Morgan Stanley, according to which “Our US economics team expects bond yields to rise to 5.5% by the end of 2010 – an increase of 220bp that outstrips the 137bp increase in the fed funds rate expected over the same horizon.” Btw: what?"
937053631,yes,0.6301,"Second is downward nominal rigidity, which isn’t quite as binding a constraint, but does lead the Phillips curve to be non-vertical in the face of very low inflation; as an IMF study of persistent large output gaps found, even years of a deeply depressed economy tend to produce at most slow, grinding deflation, and more usually slight positive inflation, not the ever-accelerating deflation the standard model would have predicted."
937052551,yes,1,What’s the problem?” And the slump will just go on.
937052956,yes,0.6673,And the Fed can move the interest rate by changing the money supply: increase the supply of money and the interest rate must fall to induce people to hold a larger quantity.
937053932,yes,0.68,"But Singer will get very angry if you make fun of him; in fact, he denounces reporting that points out how wrong he and others have been as the “Krugmanization” of the media, a term I’ll adopt with pride."
937053762,yes,0.6525,"The idea is that relative purchasing power parity more or less holds in the long run, so you can assume that Japanese inflation equals US inflation plus change in the exchange rate."
937054016,yes,0.6724,"The gains from falling prices exceed the losses, and if the marginal propensity to spend is similar that should tell the tale for aggregate demand."
937057203,yes,1,"Roughly, the natural rate of interest is the rate that would lead to stable inflation at more or less full employment."
937052596,yes,1,"One answer is inflation, if you can get it, which will do two things: it will make it possible to have a negative real interest rate, and it will in itself erode the debt of the Sams."
937057280,yes,0.684,"After all, suppose investors conclude that Japan will never raise taxes enough to service its debt."
937053368,yes,0.663,"I don’t think they’re right; but even if they are, I’m not clear what they believe would happen next."
937053890,yes,0.6875,"Ezra Klein directs us to the latest from the Kaiser Family Foundation, which asks what the average Obamacare 2015 premium increase will be for those places for which we have full information — and finds that premiums will actually decline slightly."
937052747,yes,0.6318,"But suppose that the increase in government spending is temporary, not permanent — that it will increase spending by $100 billion per year for only 1 or 2 years, not forever."
937055867,yes,1,"However, changes in spending, positive or negative – e.g., harsh austerity — will have an unusually large effect on output, because they can’t be offset by changes in interest rates."
937052243,yes,0.641,"In the modern world, we often take a shortcut and just assume that the central bank adjusts the money supply so as to achieve a target interest rate, in effect choosing a point on the IS curve."
937055040,yes,1,"Or to turn this around, to achieve the extra three points of surplus the troika is demanding, Greece would actually have to find more than 6 points of GDP in spending cuts or tax hikes."
937052334,yes,0.6907,"Morgan Stanley, September 2006: The pessimists argue that the bursting of a putative housing bubble means that prices could decline significantly."
